codigo_contrato,codigo_expediente,proveedor,titulo_contrato,descripcion,contract_type,work_category_id,tipo_contratacion,tipo_expediente,importe,moneda,fecha,fecha_fin,project_code,ff_fecha_inicio,ff_fecha_fin
1586194,1301665,Analisis Economicos Profesionales Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-04 04:59:00.000000 +00:00,tender_1172334,2017-02-15,2017-05-04
1535256,1301678,Grupo Avaluo Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-13 04:59:00.000000 +00:00,tender_1172345,2017-02-15,2017-04-13
1582873,1301679,Analisis Economicos Profesionales Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-04 04:59:00.000000 +00:00,tender_1172346,2017-02-15,2017-05-04
1528672,1301685,Alenca Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-13 04:59:00.000000 +00:00,tender_1172354,2017-02-15,2017-05-13
1535244,1301687,Grupo Avaluo Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-13 04:59:00.000000 +00:00,tender_1172355,2017-02-15,2017-04-13
1535219,1301694,Grupo Avaluo Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-03 04:59:00.000000 +00:00,tender_1172362,2017-02-15,2017-05-03
1528666,1301695,Alenca Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-13 04:59:00.000000 +00:00,tender_1172363,2017-02-15,2017-05-13
1582906,1301707,Analisis Economicos Profesionales Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-29 04:59:00.000000 +00:00,tender_1172373,2017-02-15,2017-04-29
1528655,1301709,Alenca Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-13 04:59:00.000000 +00:00,tender_1172377,2017-02-15,2017-05-13
1535238,1301714,Grupo Avaluo Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-13 04:59:00.000000 +00:00,tender_1172379,2017-02-15,2017-04-13
1356832,1301712,Beatriz Araceli Mancilla Razo,"Funciones de Teatro ""En Búsqueda de la Navidad""","Cuatro Funciones de la Obra de Teatro ""En Busca de la Navidad"" el 6 y 7 de Marzo de 2017",3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,37200.0,MXN,2017-02-15 17:00:00.000000 +00:00,2017-03-08 02:00:00.000000 +00:00,tender_1172381,2017-02-15,2017-03-08
1695222,1301717,Alenca Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-25 04:59:00.000000 +00:00,tender_1172382,2017-02-15,2017-04-25
1582933,1301719,Analisis Economicos Profesionales Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-25 04:59:00.000000 +00:00,tender_1172383,2017-02-15,2017-04-25
1535237,1301721,Grupo Avaluo Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-05 04:59:00.000000 +00:00,tender_1172387,2017-02-15,2017-05-05
1582942,1301724,Analisis Economicos Profesionales Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-29 04:59:00.000000 +00:00,tender_1172389,2017-02-15,2017-04-29
1528650,1301723,Alenca Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-13 04:59:00.000000 +00:00,tender_1172390,2017-02-15,2017-05-13
1582951,1301727,Analisis Economicos Profesionales Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-10 04:59:00.000000 +00:00,tender_1172392,2017-02-15,2017-05-10
1536105,1301734,Grupo Avaluo Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-04 17:00:00.000000 +00:00,tender_1172399,2017-02-15,2017-05-04
1695281,1301736,Alenca Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-25 04:59:00.000000 +00:00,tender_1172402,2017-02-15,2017-04-25
1699062,1301737,Celeste Valuaciones Sa de Cv,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-07 04:59:00.000000 +00:00,tender_1172403,2017-02-15,2017-04-07
1535517,1301739,Grupo Avaluo Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-04 04:59:00.000000 +00:00,tender_1172404,2017-02-15,2017-05-04
1695288,1301740,Alenca Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-25 04:59:00.000000 +00:00,tender_1172406,2017-02-15,2017-04-25
1359182,1305255,Brisol Destellos de Limpieza S.A.De C.V-,Adjdir-Req76-17,"Contrato En Formato de Pedido, Grupo de Suministro 120 Articulos de Cocina y Comedor",1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,21648.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-26 05:59:00.000000 +00:00,tender_1175729,2017-02-15,2017-02-26
1645722,1297390,Govyndaya Desarrollo Inmobiliario Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-28 04:59:00.000000 +00:00,tender_1168192,2017-02-15,2017-04-28
1536974,1297394,Grupo Avaluo Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-28 04:59:00.000000 +00:00,tender_1168194,2017-02-15,2017-04-28
1662061,1297396,Celeste Valuaciones Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-04 04:59:00.000000 +00:00,tender_1168197,2017-02-15,2017-05-04
1674870,1297395,Alenca Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-29 04:59:00.000000 +00:00,tender_1168198,2017-02-15,2017-04-29
1674868,1297406,Alenca Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-05 04:59:00.000000 +00:00,tender_1168207,2017-02-15,2017-05-05
1535841,1297412,Grupo Avaluo Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-05 04:59:00.000000 +00:00,tender_1168209,2017-02-15,2017-05-05
1645740,1297416,Govyndaya Desarrollo Inmobiliario Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-28 04:59:00.000000 +00:00,tender_1168212,2017-02-15,2017-04-28
1535857,1297418,Grupo Avaluo Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-03 04:59:00.000000 +00:00,tender_1168214,2017-02-15,2017-05-03
1535897,1297428,Grupo Avaluo Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-05 04:59:00.000000 +00:00,tender_1168225,2017-02-15,2017-05-05
1535868,1297431,Grupo Avaluo Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-03 04:59:00.000000 +00:00,tender_1168229,2017-02-15,2017-05-03
1588865,1297435,Analisis Economicos Profesionales Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-13 04:59:00.000000 +00:00,tender_1168233,2017-02-15,2017-04-13
1528879,1297447,Alenca Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-17 04:59:00.000000 +00:00,tender_1168245,2017-02-15,2017-05-17
1644617,1297452,Govyndaya Desarrollo Inmobiliario Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-29 04:59:00.000000 +00:00,tender_1168247,2017-02-15,2017-04-29
1674867,1297472,Alenca Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-03 04:59:00.000000 +00:00,tender_1168263,2017-02-15,2017-05-03
1666627,1297476,Govyndaya Desarrollo Inmobiliario Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-13 04:59:00.000000 +00:00,tender_1168269,2017-02-15,2017-04-13
1586836,1297478,Analisis Economicos Profesionales Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-04 04:59:00.000000 +00:00,tender_1168270,2017-02-15,2017-05-04
1586833,1297485,Analisis Economicos Profesionales Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-04 04:59:00.000000 +00:00,tender_1168278,2017-02-15,2017-05-04
1586829,1297498,Analisis Economicos Profesionales Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-15 04:59:00.000000 +00:00,tender_1168293,2017-02-15,2017-04-15
1644665,1297497,Govyndaya Desarrollo Inmobiliario Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-22 04:59:00.000000 +00:00,tender_1168294,2017-02-15,2017-04-22
1641909,1299556,Parametrix Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-22 04:59:00.000000 +00:00,tender_1170289,2017-02-15,2017-04-22
1630848,1299564,Parametrix Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-27 04:59:00.000000 +00:00,tender_1170296,2017-02-15,2017-04-27
1691526,1299569,Alenca Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-10 04:59:00.000000 +00:00,tender_1170302,2017-02-15,2017-05-10
1529003,1299578,Alenca Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-12 04:59:00.000000 +00:00,tender_1170314,2017-02-15,2017-05-12
1534973,1299615,Grupo Valenzuela Porchas Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-12 04:59:00.000000 +00:00,tender_1170348,2017-02-15,2017-04-12
1529658,1299621,Alenca Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-17 04:59:00.000000 +00:00,tender_1170352,2017-02-15,2017-05-17
1535007,1299634,Grupo Valenzuela Porchas Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-12 04:59:00.000000 +00:00,tender_1170367,2017-02-15,2017-04-12
1643061,1299668,Govyndaya Desarrollo Inmobiliario Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-21 04:59:00.000000 +00:00,tender_1170397,2017-02-15,2017-04-21
1643073,1299681,Govyndaya Desarrollo Inmobiliario Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-21 04:59:00.000000 +00:00,tender_1170410,2017-02-15,2017-04-21
1685006,1299687,M&M Ingenieria y Valuacion Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-22 04:59:00.000000 +00:00,tender_1170416,2017-02-15,2017-04-22
1529357,1296112,Alenca Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-13 04:59:00.000000 +00:00,tender_1166960,2017-02-15,2017-05-13
1636872,1296115,Parametrix Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-11 04:59:00.000000 +00:00,tender_1166961,2017-02-15,2017-04-11
1643836,1296156,Govyndaya Desarrollo Inmobiliario Sa de Cv,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-25 04:59:00.000000 +00:00,tender_1167000,2017-02-15,2017-04-25
1643844,1296161,Govyndaya Desarrollo Inmobiliario Sa de Cv,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-29 04:59:00.000000 +00:00,tender_1167004,2017-02-15,2017-04-29
1614585,1296164,Govyndaya Desarrollo Inmobiliario Sa de Cv,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-03 04:59:00.000000 +00:00,tender_1167009,2017-02-15,2017-05-03
1643850,1296166,Govyndaya Desarrollo Inmobiliario Sa de Cv,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-29 04:59:00.000000 +00:00,tender_1167010,2017-02-15,2017-04-29
1661235,1296171,Parametrix Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-29 04:59:00.000000 +00:00,tender_1167014,2017-02-15,2017-04-29
1529085,1296173,Alenca Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-12 04:59:00.000000 +00:00,tender_1167016,2017-02-15,2017-05-12
1643865,1296175,Govyndaya Desarrollo Inmobiliario Sa de Cv,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-29 04:59:00.000000 +00:00,tender_1167017,2017-02-15,2017-04-29
1698641,1296221,Celeste Valuaciones Sa de Cv,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-13 04:59:00.000000 +00:00,tender_1167062,2017-02-15,2017-04-13
1529113,1296225,Alenca Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-12 04:59:00.000000 +00:00,tender_1167065,2017-02-15,2017-05-12
1643903,1296226,Govyndaya Desarrollo Inmobiliario Sa de Cv,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-25 04:59:00.000000 +00:00,tender_1167068,2017-02-15,2017-04-25
1614528,1296229,Govyndaya Desarrollo Inmobiliario Sa de Cv,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-03 04:59:00.000000 +00:00,tender_1167072,2017-02-15,2017-05-03
1643916,1296232,Govyndaya Desarrollo Inmobiliario Sa de Cv,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-25 04:59:00.000000 +00:00,tender_1167075,2017-02-15,2017-04-25
1614504,1296237,Govyndaya Desarrollo Inmobiliario Sa de Cv,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-03 04:59:00.000000 +00:00,tender_1167078,2017-02-15,2017-05-03
1643937,1296240,Govyndaya Desarrollo Inmobiliario Sa de Cv,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-29 04:59:00.000000 +00:00,tender_1167083,2017-02-15,2017-04-29
1713489,1296243,Alenca Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-10 04:59:00.000000 +00:00,tender_1167084,2017-02-15,2017-05-10
1636891,1296246,Parametrix Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-11 04:59:00.000000 +00:00,tender_1167088,2017-02-15,2017-04-11
1661262,1296256,Parametrix Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-22 04:59:00.000000 +00:00,tender_1167097,2017-02-15,2017-04-22
1529111,1296258,Alenca Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-17 04:59:00.000000 +00:00,tender_1167099,2017-02-15,2017-05-17
1715742,1296263,Alenca Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-10 04:59:00.000000 +00:00,tender_1167104,2017-02-15,2017-05-10
1529106,1296265,Alenca Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-12 04:59:00.000000 +00:00,tender_1167106,2017-02-15,2017-05-12
1713468,1296268,Alenca Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-10 04:59:00.000000 +00:00,tender_1167111,2017-02-15,2017-05-10
1615371,1296771,Govyndaya Desarrollo Inmobiliario Sa de Cv,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-03 04:59:00.000000 +00:00,tender_1167596,2017-02-15,2017-05-03
1635993,1296788,Parametrix Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-28 04:59:00.000000 +00:00,tender_1167620,2017-02-15,2017-04-28
1641640,1296846,Govyndaya Desarrollo Inmobiliario Sa de Cv,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-28 04:59:00.000000 +00:00,tender_1167667,2017-02-15,2017-04-28
1716268,1296857,Alenca Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-09 04:59:00.000000 +00:00,tender_1167677,2017-02-15,2017-05-09
1661803,1296871,Parametrix Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-29 04:59:00.000000 +00:00,tender_1167692,2017-02-15,2017-04-29
1529201,1296889,Alenca Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-17 04:59:00.000000 +00:00,tender_1167708,2017-02-15,2017-05-17
1716333,1296891,Alenca Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-09 04:59:00.000000 +00:00,tender_1167709,2017-02-15,2017-05-09
1675231,1296895,Parametrix Sc,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-14 04:59:00.000000 +00:00,tender_1167713,2017-02-15,2017-04-14
1641486,1296899,Govyndaya Desarrollo Inmobiliario Sa de Cv,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-28 04:59:00.000000 +00:00,tender_1167718,2017-02-15,2017-04-28
1641418,1296938,Govyndaya Desarrollo Inmobiliario Sa de Cv,Servicios Profecionales Para la Elaboracion de Avaluos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-22 04:59:00.000000 +00:00,tender_1167762,2017-02-15,2017-04-22
